message_id,text
713220451003052032,Caught on The Edge  #RLx #NYC #Street #Photography #FujiFilm #X70 #RLxStreet #BlackStreet… https://t.co/j0Yuo9QPCL
713224146864488448,Who's the boss?? #cakeboss #sprinkles #nyclife #nyc #cupcakes for life https://t.co/monSgSN2o9
713220481453662210,perfect hazy therapeutic vibes watching the night pass by #NewYorkStateOfMind #LayersOfNYC @… https://t.co/rnroxKCB9j
713220591264927744,#TGIF #UPINNADICLOUDSWHEREMYGONEAGAIN✈️✈️✈️✈️ #OTHUNNY 😎 @ LaGuardia Airport https://t.co/EuOy4kIkzd
713220622478872576,#balto #centralpark #nyc @whatemmagsays #springbreak @ Statue Of Balto The Sled Dog https://t.co/OHC1hQhobB
713220689742925824,"I had an absolute blast participating in tonight's @bwoinfluence ""Bridging Our Diversity… https://t.co/neX4fB35Gy"
713220816763166720,Segunda temporada do Demolidor finalizada... Demais!  #DD #deridevil #demolidor #netflix… https://t.co/IviJQhBIIp
713220897595854848,"TBT working with gorgeous Misty Copeland for Net-A-Porter, photographed by Trent McGinn, styled… https://t.co/ryEDwUD867"
713220898870927360,Found the little Donald Trump in me #spillthebeans @ Blue Ribbon Sushi Izakaya https://t.co/HbLF9DhEkp
713221003523072000,Anything with chocolate and strawberry together can't be bad ! ##decadentdessert #cake… https://t.co/Mfsq4somRz
713221075887374336,"I'm at Ritz Bar &amp; Lounge in New York, NY https://t.co/6eDOufvusw"
713221144363474945,Your landlord doesn't want you to know about these 10 tenant rights https://t.co/U5dV4Lg3mC
721047331894898688,April Showers Brings May Flowers  https://t.co/LPks2vPjuD
713221159924445184,It was so nice to meet @jenellbstewart and @dianecbailey at… https://t.co/Okc2mCzHmL
713221264081444864,A casa llena @willprincipeent #team @papanyc @ Lucky 7 Tapas Bar https://t.co/GAoDoiatrJ
713221265046130689,MY READING MATERIAL #readingmaterial @ Chrysler Building Manhattan https://t.co/uz7ygS2ZBN
713221370449174528,#aboutlastnight 1st @BrooklynNets #Nets game! #Cavs #sorrynotsorry @ Barclays Centre Brooklyn… https://t.co/2W8VWc5UVL
713221390816546816,"#setlife #selfie #panda #musicvideo @ Brooklyn, New York https://t.co/jhU2dzDXcS"
713221414644531200,I keep forgetting we have tomorrow off because of Jesus and such... Why hello #Friday!… https://t.co/wEw1mVCyup
713222084760104960,NEW YOKR PRESBYTERIAN HOSPITAL EMS AMBULANCE RESPONDING ON BROADWAY… https://t.co/NmApdFjsTe
713221538200289281,Staying in Times Square! #NYC #traveler #lifeintheclouds #lifeontheroad #timessquare #newyork @… https://t.co/25KqYgwZ4s
713225411333718016,"I'm at J. No Lounge at the Regal Beagle in Jersey City, NJ https://t.co/vt5of24dTT"
713221542990229504,#happybirthday 🎂-ESTA NOCHE-Jueves-  party-Happy hours desde las 5pm hasta 9pm -Follow me… https://t.co/TVWwMhRlbg
713221611986546689,#gorgeous #cavapoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/bQHTlJzB8u
713221613307740160,Backstage madness @ The Official Club Feathers https://t.co/PPqKWvI46I
713221625622228992,"Word up bet that @ Roselle, New Jersey https://t.co/udKUgJhYu6"
713221633515847681,Cool Nuh Baby One-Piece available DM for orders #babyfashion #reggae #tshirtseason #welovekids… https://t.co/3OAAlR2dip
713221710653353985,💖 @ The Venetian Catering https://t.co/jWdt4VLRYL
713221712964362240,D.U.O / Irrix  #newyork_instagram #irrix #love #duogear #seaportdistrictnyc   Have  When I first… https://t.co/aQgzxYcWTd
713221726344200192,@whatemmagsays #dinner #SushiRoxx #sushi #sashimi #yum! 🍣 @ Sushi Roxx https://t.co/JPMBdtZhIm
713221733084499968,#gorgeous #cavapoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/WFGwOkYr8a
713221730743902209,❤️ @ The Gramercy Theatre https://t.co/024iD2p7Dv
713221781826445313,MOUNT SINAI WEST HOSPITAL EMS AMBULANCE RESPONDING ON BROADWAY ON… https://t.co/tIclnPYX8o
713221832711794688,"Wow; I'm dead, what's once was lost now is found 💔 unfinished music video footage of @sarablazej… https://t.co/ocqPI1rbNo"
713221833651326980,#AirMaxCon day 1 ✔️ dope exhibition from #Nike as usual. But get in there early before it turns… https://t.co/Vy0t6hBLWK
713222031169470464,"#chilenita @ Crown Heights, Bklyn https://t.co/FwcSov8Myd"
713222039759417344,"DAY 1! #USA #BestCountryInTheWorld #timessquare @ Times Square, New York City https://t.co/QltxpQPB1T"
713222140271665152,"ニューヨークと言えばここですよね〜。王冠のところは1、2ヶ月前に定員に達してしまうとのこと #ny #statueofliberty @ Statue of Liberty, New York https://t.co/l9kII93GdR"
713227180248006657,"""@babetexts: Me: where u at? Him: I'm at a party Me: https://t.co/Tcvtt1OVNq""you again @kikiniki201"
713222160274350080,#happy #birthday #Kystal with a #custom #celebration #3dcake #fashion #louisvuitton #bag… https://t.co/ecJe0x7wxr
713222161427771392,Top of the rock view 🍎😍 #SpringBreak @ Top Of The Rock NYC https://t.co/WZ6UnDNhtK
713222275831623680,"I'm at Carmine's in New York, NY https://t.co/0bbh9HbwlK"
713222304055050241,#happy #birthday #Kystal with a #custom #celebration #3dcake #fashion #louisvuitton #bag… https://t.co/lRgvpJ8YCh
713222308849065989,paddyjcummings #broadwaydebut aneeck brightstarbway #openingnight #openingnightparty #gothamhall… https://t.co/rP8GXrqkXd
713222314821754881,300 tonight with the #track Heat. Luckily of the six 300s tonight I was the only one to bowl one… https://t.co/p506KMw2Fj
713222324229529600,Thank you! I really enjoyed being with you guys! And i couldn't pick… https://t.co/ArXbB4QTlF
713222327153070080,"Happy Purim from Minnie, A Deer, Cinderella and Hermione! @ Santos Party House https://t.co/0ULYKfLJVe"
713222332433752064,#happybirthday 🎂-ESTA NOCHE-Jueves-  party-Happy hours desde las 5pm hasta 9pm -Follow me… https://t.co/kq2okzQQDk
713222346878922754,D.U.O / Irrix  Home! ✌🏼️❤️ @ South Street Local Artists https://t.co/QW1IS2oWGL
713222456597749760,missed this band @jukeboxtheghost @ The Bowery Ballroom https://t.co/TT8Cn4qx1U
713222469524590592,#happy #birthday #Kystal with a #custom #celebration #3dcake #fashion #louisvuitton #bag… https://t.co/riaY22ixap
713222512520400896,FDNY ENGINE 74 RESPONDING ON BROADWAY ON THE UPPER WEST SIDE OF… https://t.co/44Ok0vobrs
713222614945296385,#gorgeous #maltashihpoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/LAGnya91wW
713222659845275648,#happy #birthday #Kystal with a #custom #celebration #3dcake #fashion #louisvuitton #bag… https://t.co/zqJOuBW5iH
713222724194271232,MOUNT SINAI WEST HOSPITAL EMS AMBULANCE RESPONDING ON BROADWAY ON… https://t.co/pzh9iHeLpF
713222757585182720,Tonight marked the end of our first 6-Month Sounding Circles Advanced Class NYC. Thank you to… https://t.co/gezndQ6J4l
713222760680525824,#gorgeous #maltashihpoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/4TPfeEJxku
713222789986172928,IM BACK #overnightshift #Job2 #GOODFRIDAY #HOLIDAYPAY 💵💵💵 💰 @ Cargo… https://t.co/OjzaWwuWPr
713222902968094720,"Late night pizza (at @Dominos Pizza in Fresh Meadows, NY) https://t.co/fPLUfOTAoq https://t.co/lkSnbUpuj4"
713222954172162048,S07096 [NEW] Relates to minimum standards for online posting of rulemaking information. https://t.co/QKWto0zx0r
713222963445776384,FDNY ENGINE 74 RESPONDING ON BROADWAY ON THE UPPER WEST SIDE OF… https://t.co/dMgUduW13F
721050977458122752,skurrr skurrr
713222966633431040,#gorgeous #maltipoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/uZNZH1sWQl
713223048430747648,Museum Visits ...   #Artist #Art #Consultant #contemporaryart #Curator #workflow… https://t.co/zXbZN6oP9p
713223072141209601,"I'm at Paul's Cocktail Lounge in New York, NY https://t.co/AfqeKCwuhs https://t.co/Iaz8ZkmRvO"
713223102373748736,#carousel @whatemmagsays #centralpark #nyc @ Central Park Carousel https://t.co/fs9pN8RMcQ
713223190781112320,Ocean Parkway.  #subway #nycsubway #nycsubwaylife #nyc #newyorkcity #newyork #newyorknewyork… https://t.co/rpzrkPIQyo
713223249417601026,MOUNT SINAI WEST HOSPITAL EMS AMBULANCE RESPONDING ON BROADWAY ON… https://t.co/9tucJz9TJM
713223490145419264,"Surf rock is dead berlin #nyc #live #show #music @ East Village, Manhattan https://t.co/DhAYBXkbkN"
713223509334474752,"excuse me, who are you fixin' to be? @ New York, New York https://t.co/wgmAg3NFFG"
713223510064238594,This is How I felt after I ate the #padthai 😂😊😁😄👨🏻😋👌🏻✌🏻️. #nyc #usa… https://t.co/h8lSwO4fsP
713223524522004481,What's your story? | 12:38A @ The New York Times https://t.co/TWcQtVYbow
713223558810316801,#RP from rcreyes  Thank you folks for making me go out despite me being super stressed and… https://t.co/fOi9WnfcCO
713482347518279680,Seriously want to see Gunz for Hire
713223607913046021,#SocializeSaturdays At #BigBillsBarNGrill Every Saturday  Music by @djthousandaire  Guest DJ… https://t.co/NNS2Hy4x71
713223702566068224,"Thankfully one can still get a burger after midnight. (@ Féile in New York, NY) https://t.co/j6hIWYtG7u"
713223711663525890,#gorgeous #maltipoo #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/mGinLHYGwd
713223721968861184,Don't hate on the hat #brightstarbroadway efg105 @ Gotham Hall https://t.co/s8cceHWlEc
713223747956817920,Museum Visits ...   #Studio #Paintings #Curatorialwork #Museums #Curator #Consultant… https://t.co/kZjuzDUkPT
713223775047782401,Sneak Peak at the best thing #AirMaxCon had to offer #AirMax #AirMaxDay @ Air Max Con NYC https://t.co/I9aIYGxbhU
713223851719700480,Great show! #islaverdecafe #lounginandlaughincomedyshow #bronx @ Isla Verde Cafe https://t.co/bpPvl8sNwP
713223859068080128,My lips match my inside. #puss #red #redlips #redstreak #batman #batmanreturns #burlesque… https://t.co/411ADJg6zi
713223859600642048,"My mama sent me some new workout tanks that are all in awesome Spring colors, just in time for… https://t.co/pp4lN8AMug"
713223934624284672,#live .. #envivo .. Reporta la sintonia #viernessocial #viernes #santo .. #djshulomixx… https://t.co/ZxmGRFouTZ
713223936121638912,Del Nacional a NYC 🗽🍎 #bigapple #nyc #larojadetodos #rusia2018… https://t.co/EZHj7f4LzK
713223942199250944,"Word &amp; I be like bitch when tho? When we started this race tho @ Roselle, New Jersey https://t.co/0QZv1tkIgj"
713223948524081152,pop_upshot earlier @barberoftheyear NYC @ House Of Many Styles Barber Shop https://t.co/DfQrswNrnT
713224088211337216,#gorgeous #sheagle #Puppiesforsale in #bayside #flushing #queens #newyork #ny @vanitypups… https://t.co/QT57TKKLWV
713224105915363328,Enjoying an evening of #cocktailsandfashion with the crew from @jbrandjeans in their amazing… https://t.co/O25iECKhUT
713224119068835841,"I like it (@ Mehanata Bulgarian Bar - @mehanatanyc in New York, NY) https://t.co/SVbEFYks7e"
713224197103816704,Truly blessed! Mad love to @djmadout for the flick backstage at stage48 tonight!… https://t.co/USqYKs0qR2
713224248194633729,Getting ready to set sail... #summer2016 #grandbanks #redskyatnight #ahoy @ GRAND BANKS https://t.co/4DNNw3s2hz
713224273763155968,Red light makes everything better. #NYC #LES @ Clockwork Bar NYC https://t.co/QuCRtNTLO3
713224274857877504,#YoVivoLaFiesta  @vivo_lounge 💃🏼🏃🏼 #LatinThursdays @ Vivo Lounge https://t.co/zvwj5T4Sie
713224285385527296,"I'm at 33rd St PATH Station in New York, NY https://t.co/11ksmOrfzT"
713224311742402560,Dysfunctional ass group of kids right here @ Joshua Tree East https://t.co/lGpWUzQzoC
713224357921824768,Appeal Brand® The TeeZ Cafe' @ https://t.co/tyrBiDmJkZ or DM us for all orders  #TeeZ #tshirts… https://t.co/96ro54OzKg
713224433981329408,#goodnight #Dios los bendiga a Todos hoy y siempre #bendecidopordios @ Brooklyn N Y https://t.co/UZCm3SiXiV
713252817922826240,An Ashram &amp; a Sex Coach  https://t.co/ken6Lyluav
713224487714488320,"Constant conversation starters. #travel #lifestyle #blog #NewYork #subway @ New York, New York https://t.co/tBhk6hOteG"
713224494081556480,@julezbx15 @ProductOfEvo stevegold_ve @_youngchris always a svccessful night!… https://t.co/2fOOxIarJ0
713224635828015104,"😆 #namaste #fitness #yoga #newyork @ Brooklyn, New York https://t.co/f7tkuaGWUD"
713224673551486976,Paper &amp; Jean flower @ Brooklyn N Y https://t.co/O36deWqtpK
713224744175140865,Roberto Devereux @ MET @ The Metropolitan Opera https://t.co/6JaQgI7yT0
713224762143731713,@whatemmagsays #fullbunnycontact #nyc 📷 by @roccoj20 @ Full Bunny Contact https://t.co/WSxFsTXVJZ
713224763230064640,COME JOIN ME ON MAY 7th! Can't wait to rock the house down for my good friend dee_terrnigian… https://t.co/vZgSwXLbva
713224767965433856,"Wow,tonight I had one of best comedy nights ever @gothamcomedy )Andrew ,Mgr rocks)with… https://t.co/aksbHP0152"
713224777901674497,As I backtrack to earlier times - nothings equivalent to the New York state of mind.… https://t.co/GtuDjCnLCA
713483613132566529,First skyscraper! @ Flatiron Building https://t.co/88RGdAlGB9
713224809325301760,Family Affair @1stladyel @samscarfo #Jersey 💯👑 @ The Palace Gentlemen's Club https://t.co/0DUCauF7de
713224827881054208,Appeal Brand® Female Tank Tops available DM for orders #tshirtseason #spring2016… https://t.co/AkWhg2EnU0
713224844159033345,Dark ale on tap. 🍻 #sippycup #beerme #darkale #mcsorleys #eastvillage #manhattan #nyc @… https://t.co/XR72yL7MIA
713224932679811073,"Friday NIGHT HAPPENINGS Party @thedlnyc : must mention"" DJ F.M.i List "" @ Door ! : - Ladeies… https://t.co/GyoZrNMfes"
713224999222403072,"They did fly:)))) through this job, I met, touched and got to know such beautiful souls from… https://t.co/sIs3V4uCg1"
713225007690686465,Soundcheck.......#PENETRATIONWITHAFOREIGNOBJECT coming soon....... @ Orange Music Sound Studio https://t.co/A8mdmODJfg
713225053761052672,더이상 메트로에서 버벅거리지 않는 나! 이제서야 비로소 난 #뉴요커 가 되었다. #뉴욕 #newyorkcity #자기위안 @ Cityhall - NYC https://t.co/CwQ8zpMKZs
713225108018630656,"With the Prince of Bel-Air! #willsmith #collateralbeauty #manhattan #nyc @ Joralemon Street,… https://t.co/pJaVSxqQgh"
713225121205501952,"Dear ""bae"" beyonce please come back, I miss you. It's been a minute since you left and I can't… https://t.co/m6tYioCisa"
713225156043399168,#aurabarandlounge @ Aura Bar &amp; Lounge https://t.co/4NMWiNH9U5
713225219545161728,@SheaMoisture it's was nice meeting @BlakIzBeautyful &amp; @DianeCBailey at Ricky's! More events in the NYC! 😊 https://t.co/wLEmvi5558
713225227690348545,Morning productivity. #NewYork #blog #lifestyle #travel #citylife #islandlifemeetscitylife… https://t.co/SX9FAapfV4
713225258010972160,Amazing production of Roberto Devereaux...😉 @ The Metropolitan Opera https://t.co/E6daUbKmDL
713225263832809472,"Wasn't terrible, but wasn't all that good either. #BvS (@ United Artists Court Street 12 &amp; RPX - @regalmovies) https://t.co/Ao8um2AIT2"
713225309693280256,When you get frustrated with the photo booth 😡 @ W New York - Times Square https://t.co/ZtMF53XzyN
713225334481686528,思えば世界の経済はいつもここから影響を与えてきた気がする。これからも影響を与え続けるのだろう #ny #newyorkstockexchange @ New York Stock Exchange https://t.co/szJKeOGc9s
713225419688779776,🍸🍸 @gpolo122 @DPappappanova @ Rose Bar at The Grammercy Hotel https://t.co/cw3F3rxo3C
713225430971457536,A hijab-wearing woman tore up an Israeli flag at a makeshift memorial for victims of the Brussels attacks https://t.co/hTwKsmOkNI
713225479654916096,"A09661 [NEW] Permits persons registered to vote, but not enrolled in a party, to vote in the presidential primary... https://t.co/fuDCGl8wn4"
713225493110243328,"#Last #picture of the #night, I'm so grateful for having this #woman… https://t.co/ucQ9eErncW"
713225572499857409,That look you make when you know God is good!!! #DarrellJ #ComedyIsGoodForTheSoul @ Barclays… https://t.co/njbCfoLuoS
713225573347299328,V Morgan is Dead marathon till I fall asleep.
713225593966370816,Amazing production of Roberto Devereaux...😉 @ The Metropolitan Opera https://t.co/GHhOv3qbWa
713225632797188096,MIYAGI melting @cieloclub #SubdivisionRecords arcanaagency 💫✨💫🍎👾🌃🗽✨💫✨ @ Cielo https://t.co/SxwYehIxfN
713225712187129856,🔜 Straight From the Rotten Apple 🍎💨  #nyc  #nyhiphop #Eastside #eastcoast #livefromnewyork… https://t.co/ouCWt8ZyXy
713225723876610048,Tamo aqui! Queda un set.. Dale paca juye!! @ Fernandez Nigth Club https://t.co/EDlcxspWJs
713225760740347905,"after 5 days of not going to the #gym bc of all the craziness going on. . . I was able too, and… https://t.co/HCrKzZ970W"
713225781975973888,Amazing production of Roberto Devereaux...😉 @ The Metropolitan Opera https://t.co/TevtcoTmKG
713225850280361985,#crybabytour #melaniemartinez @ PlayStation Theater https://t.co/yK8LlyPG78
713225877866160130,Roberto Devereux - Act 1 @ The Metropolitan Opera https://t.co/aVE5WZPwLD
713226014483025920,Amazing production of Roberto Devereaux...😉 @ The Metropolitan Opera https://t.co/xVBW3L5wvL
713226064072417281,I feel much better after a refreshing shower!! #transgirl #transexual #transwoman… https://t.co/9Cq8TfIpS8
721049730525065216,#Bona #Boners? @ The Home Depot https://t.co/Vf3NWQxV05
713226089489960960,"""@kikiniki201: @rosimj20o @FemaleTexts why is this us?"" I don't think its us more like justin"
713226277776453632,More great show gothamcomedyclub  @alfredrobles @ginabrillon getting my comedy moyo #Latino… https://t.co/q7Fs7kHPwv
713226286920024064,With my TeamSoca Queen @sgtrisha #vibes #fun #teamsoca #music #manhattan #shouldbesleep #support… https://t.co/XlwaX7TXsp
713226309233676288,The Movielife at Webster Hall. 📆 3/23/2016. ○○○ #themovielife #websterhall #liveshow… https://t.co/2r3ob9coKB
713226324278697984,#melaniemartinez #crybabytour @ PlayStation Theater https://t.co/6VPPTdd74V
713226404427485184,Hosting the late show @ardiefuqua. #ComedyCellar @ Comedy Cellar https://t.co/QJ2yU22pyD
713226468029890563,"Want to work in #Riverdale, NY? View our latest opening: https://t.co/PSBrqtDt1h #FacilitiesMgmt #jobhunt #Hiring"
713226699429818368,Met some dope young folks yesterday while shooting with our #SmackMellon young'ns #BHSEC… https://t.co/ssoh6GaS0p
713226812348719104,Late night creations. #jewelrygram #jewelry #fashionblogger #fashion #style #fashionable… https://t.co/COWOuuxSaB
713226819026051072,Drumatic scales #PENETRATIONWITHAFOREIGNOBJECT coming soon....... @ Orange Music Sound Studio https://t.co/aiXKoP1Ctt
713226848444948482,"The @empirestatebldg to night #NY #cloudy #empirestatebuilding 🗽👪 @ New York, New York https://t.co/g5IvPrlEh8"
713226853993959424,"Sondra once again you nailed it! This trilogy is a ""tour de force"" @ The Metropolitan Opera https://t.co/lh4spjytJB"
713226891826749440,"#preciosa#princesa#regis#newyork #disfrutando#en#fami#👏🏻 @ New York,… https://t.co/wlJOR9IS4E"
713228583997669377,#crybabytour #melaniemartinez @ PlayStation Theater https://t.co/M274ptRA9p
713226893286313984,"'i can levitate?' (@ AMC Garden State 16 - @amctheatres for Batman v Superman: Dawn of Justice 3D in Paramus, NJ) https://t.co/gLU3RtJkbc"
713226969148760064,"Tryna catch me slippin'... @ Apple Store, Garden State Plaza https://t.co/dvPsCGxgla"
713227079605755904,#crybabytour #melaniemartinez @ PlayStation Theater https://t.co/g8zgmKcVtj
713227161805697024,Thanks to a itsamiraclenyc to show me love at… https://t.co/hKNxAMVRTS
713227277975183360,Last night @symplicitybk Album Release party. @swagshotya on da 💥🎥 @justinestill @silkyvalente… https://t.co/nOciUJCtAt
713227292512796672,#powerthursdays at @lerevelounge  hookahs drinks on me all night text (203)545-1198 @ Le Reve https://t.co/FOhoTk31G5
713227298284109825,What else would I be doing on a Thursday Night!? #CSX #ExamPrep @IsacaNY @Protiviti... https://t.co/9ZlOJYseDu https://t.co/6THGoGW1cM
713227375073427456,#crybabytour #melaniemartinez @ PlayStation Theater https://t.co/jqm3cdMPvE
713227379259387904,#anythinggoes @ Stage 48 https://t.co/VNRrdtWRm6
713227391083155456,Respect the culture ! 🎤🤘🏾 @createdbylm @stroudiemusik @tazmulaent realestscoobii… https://t.co/xxv0VLvOfi
713227414244036609,Tonight Thursday March 24 !! #AyQueSeYoThursdays Presents:  @pituforajatabla  Con musicos… https://t.co/6qhVFLy4CU
713227484465127424,Don't post till we're stupid. @ VON https://t.co/YpEVQEyFHF
713227493067644928,Just posted a video @ Lucky 7 Tapas Bar https://t.co/5RPTGbeFzB
713227533324390401,Just add a little bit of passion to your pain it will fuel you.… https://t.co/zvbFjAwO6U
713227563464728576,"Jim Sundquist ""Gotham Series"" Silkscreen in Union, New Jersey (via @krrbsale) https://t.co/E83dF8KtVG"
713227730645454848,Check out @techguysmartbuy with a nice write up of the Lincoln Navigator Concept! And guess who… https://t.co/qGs0IPUoup
713227755685617664,"Free download of this image I shot at the link in my profile! 💯🤘😜 @ New York, New York https://t.co/I447rTBvwu"
713227820282036224,#Sneaker of choice for the day: #AirMaxZero 🔥 cookin in the #HTM kitchen 🍳 #AirMaxCon #Airmax… https://t.co/ayNciVXn8G
721050553111994369,https://t.co/L08rZBxwwC online game
713228021122142208,i ♥ Sneakers!  #DESIGN #ART #CONTEMPORARYART #NY #NYC #CREATIVE #CREATIVECITY #NIKE… https://t.co/VuAr1hdZV6
713228040944402432,#melaniemartinez #crybabytour @ PlayStation Theater https://t.co/lWMn1rmToo
